
Source                                    CommandType Synopsis
Microsoft.PowerShell.Utility                   Cmdlet Invoke-WebRequest [-Uri] <uri> [-UseBasicParsing] [-WebSession <WebRequestSession>] [-SessionVariable <string>] [-AllowUnencryptedAuthentication] [-Authentication <WebAuthenticationType>] [-Cr…
Microsoft.WSMan.Management                     Cmdlet Invoke-WSManAction [-ResourceURI] <uri> [-Action] <string> [[-SelectorSet] <hashtable>] [-ConnectionURI <uri>] [-FilePath <string>] [-OptionSet <hashtable>] [-SessionOption <SessionOption>] [-…
Microsoft.PowerShell.Management                Cmdlet Join-Path [-Path] <string[]> [-ChildPath] <string> [[-AdditionalChildPath] <string[]>] [-Resolve] [-Credential <pscredential>] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Join-String [[-Property] <pspropertyexpression>] [[-Separator] <string>] [-OutputPrefix <string>] [-OutputSuffix <string>] [-UseCulture] [-InputObject <psobject[]>] [<CommonParameters>]Join-St…
Microsoft.PowerShell.Utility                   Cmdlet Measure-Command [-Expression] <scriptblock> [-InputObject <psobject>] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Measure-Object [[-Property] <pspropertyexpression[]>] [-InputObject <psobject>] [-StandardDeviation] [-Sum] [-AllStats] [-Average] [-Maximum] [-Minimum] [<CommonParameters>]Measure-Object [[-P…
Hyper-V                                        Cmdlet Measure-VM [-Name] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Measure-VM [-VM] <VirtualMachine[]> [<CommonParameters>]
Hyper-V                                        Cmdlet Measure-VMReplication [[-VMName] <string[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-ReplicaServerName <string>] [-PrimaryServerName <string>] …
Hyper-V                                        Cmdlet Measure-VMResourcePool [-Name] <string[]> [[-ResourcePoolType] <VMResourcePoolType[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters…
Hyper-V                                        Cmdlet Merge-VHD [-Path] <string> [[-DestinationPath] <string>] [-Force] [-AsJob] [-Passthru] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-WhatIf] [-Confir…
Hyper-V                                        Cmdlet Mount-VHD [-Path] <string[]> [-NoDriveLetter] [-ReadOnly] [-SnapshotId <guid>] [-Passthru] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-WhatIf] [-Co…
Hyper-V                                        Cmdlet Mount-VMHostAssignableDevice [[-HostAssignableDevice] <VMHostAssignableDevice[]>] [[-InstancePath] <string>] [[-LocationPath] <string>] [-Passthru] [-WhatIf] [-Confirm] [<CommonParameters>]
Dism                                           Cmdlet Mount-WindowsImage -Path <string> -ImagePath <string> -Index <uint> [-ReadOnly] [-Optimize] [-CheckIntegrity] [-SupportEa] [-LogPath <string>] [-ScratchDirectory <string>] [-LogLevel <LogLevel…
Microsoft.PowerShell.Management                Cmdlet Move-Item [-Path] <string[]> [[-Destination] <string>] [-Force] [-Filter <string>] [-Include <string[]>] [-Exclude <string[]>] [-PassThru] [-Credential <pscredential>] [-WhatIf] [-Confirm] [<C…
Microsoft.PowerShell.Management                Cmdlet Move-ItemProperty [-Path] <string[]> [-Destination] <string> [-Name] <string[]> [-PassThru] [-Force] [-Filter <string>] [-Include <string[]>] [-Exclude <string[]>] [-Credential <pscredential>]…
Hyper-V                                        Cmdlet Move-VM [-Name] <string> [-DestinationHost] <string> [-ComputerName <string[]>] [-Credential <pscredential[]>] [-DestinationCredential <pscredential>] [-IncludeStorage] [-DestinationStoragePat…
Hyper-V                                        Cmdlet Move-VMStorage [-Name] <string> [-DestinationStoragePath] <string> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-ResourcePoolName <string>] [-RetainV…
Microsoft.PowerShell.Utility                   Cmdlet New-Alias [-Name] <string> [-Value] <string> [-Description <string>] [-Option <ScopedItemOptions>] [-PassThru] [-Scope <string>] [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]
Microsoft.Windows.Bcd.Cmdlets                  Cmdlet New-BcdEntry [[-Id] <string>] [[-Store] <BcdStoreInfo>] -Application <string> [-Description <string>] [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]New-BcdEntry [[-Id] <string>] [[-Store] …
Microsoft.Windows.Bcd.Cmdlets                  Cmdlet New-BcdStore [-Path] <string> [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]
PKI                                            Cmdlet New-CertificateNotificationTask -Type <CertificateNotificationType> -PSScript <string> -Name <string> -Channel <NotificationChannel> [-RunTaskForExistingCertificates] [-WhatIf] [-Confirm] [<Co…
CimCmdlets                                     Cmdlet New-CimInstance [-ClassName] <string> [[-Property] <IDictionary>] [-Key <string[]>] [-Namespace <string>] [-OperationTimeoutSec <uint>] [-ComputerName <string[]>] [-ClientOnly] [-WhatIf] [-Con…
CimCmdlets                                     Cmdlet New-CimSession [[-ComputerName] <string[]>] [[-Credential] <pscredential>] [-Authentication <PasswordAuthenticationMechanism>] [-Name <string>] [-OperationTimeoutSec <uint>] [-SkipTestConnecti…
CimCmdlets                                     Cmdlet New-CimSessionOption [-Protocol] <ProtocolType> [-UICulture <cultureinfo>] [-Culture <cultureinfo>] [<CommonParameters>]New-CimSessionOption [-NoEncryption] [-SkipCACheck] [-SkipCNCheck] [-Ski…
Microsoft.PowerShell.Utility                   Cmdlet New-Event [-SourceIdentifier] <string> [[-Sender] <psobject>] [[-EventArguments] <psobject[]>] [[-MessageData] <psobject>] [<CommonParameters>]
Microsoft.PowerShell.Security                  Cmdlet New-FileCatalog [-CatalogFilePath] <string> [[-Path] <string[]>] [-CatalogVersion <int>] [-WhatIf] [-Confirm] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet New-Guid [<CommonParameters>]
HgsDiagnostics                                 Cmdlet New-HgsTraceTarget -HostName <string> [-Credential <pscredential>] [-PSSessionConfigurationName <string>] [-Role <BaseHgsRoles[]>] [<CommonParameters>]New-HgsTraceTarget -HostName <string> -No…
Microsoft.PowerShell.Management                Cmdlet New-Item [-Path] <string[]> [-ItemType <string>] [-Value <Object>] [-Force] [-Credential <pscredential>] [-WhatIf] [-Confirm] [<CommonParameters>]New-Item [[-Path] <string[]>] -Name <string> […
Microsoft.PowerShell.Management                Cmdlet New-ItemProperty [-Path] <string[]> [-Name] <string> [-PropertyType <string>] [-Value <Object>] [-Force] [-Filter <string>] [-Include <string[]>] [-Exclude <string[]>] [-Credential <pscredenti…
PSScheduledJob                                 Cmdlet New-JobTrigger
Microsoft.PowerShell.LocalAccounts             Cmdlet New-LocalGroup [-Name] <string> [-Description <string>] [-WhatIf] [-Confirm] [<CommonParameters>]
Microsoft.PowerShell.LocalAccounts             Cmdlet New-LocalUser [-Name] <string> -Password <securestring> [-AccountExpires <datetime>] [-AccountNeverExpires] [-Description <string>] [-Disabled] [-FullName <string>] [-PasswordNeverExpires] [-U…
Microsoft.PowerShell.Core                      Cmdlet New-Module [-ScriptBlock] <scriptblock> [-Function <string[]>] [-Cmdlet <string[]>] [-ReturnResult] [-AsCustomObject] [-ArgumentList <Object[]>] [<CommonParameters>]New-Module [-Name] <string>…
Microsoft.PowerShell.Core                      Cmdlet New-ModuleManifest [-Path] <string> [-NestedModules <Object[]>] [-Guid <guid>] [-Author <string>] [-CompanyName <string>] [-Copyright <string>] [-RootModule <string>] [-ModuleVersion <version>…
NetSecurity                                    Cmdlet New-NetIPsecAuthProposal -Machine [-Health] -Cert -Authority <string> [-AccountMapping] [-AuthorityType <CertificateAuthorityType>] [-ExtendedKeyUsage <string[]>] [-ExcludeCAName] [-FollowRene…
NetSecurity                                    Cmdlet New-NetIPsecMainModeCryptoProposal [-Encryption <EncryptionAlgorithm>] [-KeyExchange <DiffieHellmanGroup>] [-Hash <HashAlgorithm>] [<CommonParameters>]
NetSecurity                                    Cmdlet New-NetIPsecQuickModeCryptoProposal [-Encryption <EncryptionAlgorithm>] [-AHHash <HashAlgorithm>] [-ESPHash <HashAlgorithm>] [-MaxKiloBytes <ulong>] [-MaxMinutes <ulong>] [-Encapsulation <IPse…
Microsoft.PowerShell.Utility                   Cmdlet New-Object [-TypeName] <string> [[-ArgumentList] <Object[]>] [-Property <IDictionary>] [<CommonParameters>]New-Object [-ComObject] <string> [-Strict] [-Property <IDictionary>] [<CommonParamete…
Microsoft.PowerShell.Management                Cmdlet New-PSDrive [-Name] <string> [-PSProvider] <string> [-Root] <string> [-Description <string>] [-Scope <string>] [-Persist] [-Credential <pscredential>] [-WhatIf] [-Confirm] [<CommonParameters>]
Microsoft.PowerShell.Core                      Cmdlet New-PSRoleCapabilityFile [-Path] <string> [-Guid <guid>] [-Author <string>] [-Description <string>] [-CompanyName <string>] [-Copyright <string>] [-ModulesToImport <Object[]>] [-VisibleAliases…
Microsoft.PowerShell.Core                      Cmdlet New-PSSession [[-ComputerName] <string[]>] [-Credential <pscredential>] [-Name <string[]>] [-EnableNetworkAccess] [-ConfigurationName <string>] [-Port <int>] [-UseSSL] [-ApplicationName <strin…
Microsoft.PowerShell.Core                      Cmdlet New-PSSessionConfigurationFile [-Path] <string> [-SchemaVersion <version>] [-Guid <guid>] [-Author <string>] [-Description <string>] [-CompanyName <string>] [-Copyright <string>] [-SessionType…
Microsoft.PowerShell.Core                      Cmdlet New-PSSessionOption [-MaximumRedirection <int>] [-NoCompression] [-NoMachineProfile] [-Culture <cultureinfo>] [-UICulture <cultureinfo>] [-MaximumReceivedDataSizePerCommand <int>] [-MaximumRec…
Microsoft.PowerShell.Core                      Cmdlet New-PSTransportOption [-MaxIdleTimeoutSec <int>] [-ProcessIdleTimeoutSec <int>] [-MaxSessions <int>] [-MaxConcurrentCommandsPerSession <int>] [-MaxSessionsPerUser <int>] [-MaxMemoryPerSessionM…
PSScheduledJob                                 Cmdlet New-ScheduledJobOption
PKI                                            Cmdlet New-SelfSignedCertificate [-SecurityDescriptor <FileSecurity>] [-TextExtension <string[]>] [-Extension <X509Extension[]>] [-HardwareKeyUsage <HardwareKeyUsage[]>] [-KeyUsageProperty <KeyUsageP…
Microsoft.PowerShell.Management                Cmdlet New-Service [-Name] <string> [-BinaryPathName] <string> [-DisplayName <string>] [-Description <string>] [-StartupType <ServiceStartupType>] [-Credential <pscredential>] [-SecurityDescriptorSdd…
Microsoft.PowerShell.Utility                   Cmdlet New-TemporaryFile [-WhatIf] [-Confirm] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet New-TimeSpan [[-Start] <datetime>] [[-End] <datetime>] [<CommonParameters>]New-TimeSpan [-Days <int>] [-Hours <int>] [-Minutes <int>] [-Seconds <int>] [<CommonParameters>]
TLS                                            Cmdlet New-TlsSessionTicketKey [-Password] <securestring> [[-Path] <string>] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet New-Variable [-Name] <string> [[-Value] <Object>] [-Description <string>] [-Option <ScopedItemOptions>] [-Visibility <SessionStateEntryVisibility>] [-Force] [-PassThru] [-Scope <string>] [-Wha…
Hyper-V                                        Cmdlet New-VFD [-Path] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-WhatIf] [-Confirm] [<CommonParameters>]
Hyper-V                                        Cmdlet New-VHD [-Path] <string[]> [-SizeBytes] <ulong> [-Dynamic] [-BlockSizeBytes <uint>] [-LogicalSectorSizeBytes <uint>] [-PhysicalSectorSizeBytes <uint>] [-AsJob] [-CimSession <CimSession[]>] [-C…
Hyper-V                                        Cmdlet New-VM [[-Name] <string>] [[-MemoryStartupBytes] <long>] [[-Generation] <short>] [-BootDevice <BootDevice>] [-NoVHD] [-SwitchName <string>] [-Path <string>] [-Version <version>] [-Prerelease] …
Hyper-V                                        Cmdlet New-VMGroup [-Name] <string> [-GroupType] <GroupType> [[-Id] <guid>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]
Hyper-V                                        Cmdlet New-VMReplicationAuthorizationEntry [-AllowedPrimaryServer] <string> [-ReplicaStorageLocation] <string> [-TrustGroup] <string> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credent…
Hyper-V                                        Cmdlet New-VMResourcePool [-Name] <string> [-ResourcePoolType] <VMResourcePoolType[]> [[-ParentName] <string[]>] [[-Paths] <string[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Creden…
Hyper-V                                        Cmdlet New-VMSan [-Name] <string> [-CimSession <CimSession>] [-ComputerName <string>] [-Credential <pscredential>] [-Note <string>] [-HostBusAdapter <ciminstance[]>] [-WhatIf] [-Confirm] [<CommonPara…
Hyper-V                                        Cmdlet New-VMSwitch [-Name] <string> -NetAdapterName <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Id <string>] [-AllowManagementOS <bool>] [-Not…
PowerShellEditorServices.VSCode                Cmdlet Creates a custom view in Visual Studio Code which displays HTML content.
Dism                                           Cmdlet New-WindowsCustomImage -CapturePath <string> [-ConfigFilePath <string>] [-CheckIntegrity] [-Verify] [-LogPath <string>] [-ScratchDirectory <string>] [-LogLevel <LogLevel>] [<CommonParameters>]
Dism                                           Cmdlet New-WindowsImage -ImagePath <string> -CapturePath <string> -Name <string> [-CompressionType <string>] [-ConfigFilePath <string>] [-Description <string>] [-CheckIntegrity] [-NoRpFix] [-Setboota…
Microsoft.PowerShell.Diagnostics               Cmdlet New-WinEvent [-ProviderName] <string> [-Id] <int> [[-Payload] <Object[]>] [-Version <byte>] [<CommonParameters>]
International                                  Cmdlet New-WinUserLanguageList [-Language] <string> [<CommonParameters>]
Microsoft.WSMan.Management                     Cmdlet New-WSManInstance [-ResourceURI] <uri> [-SelectorSet] <hashtable> [-ApplicationName <string>] [-ComputerName <string>] [-FilePath <string>] [-OptionSet <hashtable>] [-Port <int>] [-SessionOpti…
Microsoft.WSMan.Management                     Cmdlet New-WSManSessionOption [-ProxyAccessType <ProxyAccessType>] [-ProxyAuthentication <ProxyAuthentication>] [-ProxyCredential <pscredential>] [-SkipCACheck] [-SkipCNCheck] [-SkipRevocationCheck] …
